WorkStationID;WorkStationName;DistrictDesc;ProvinceDesc;MFL Code;DHIS2 UID;Hims code;Name;Province;District;Constituency;Ward;Zone;Location;Type;Ownership;Ownership type;Operational status;Mobility status;Accesibility;Catchment population head count;Catchment population cso;Number of households;Latitude;Longitude
124;KEEMBA RURAL HEALTH CENTRE;MONZE;SOUTHERN;2064;UI1dgpPItWb;80080015; KATIMBA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Monze Central;Katimba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;11415;7784;;-13,65827404;27,33908853
124;KEEMBA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1325;;80080019; LUYABA RURAL HEALTH CENTRE ;SOUTHERN;MONZE;Bweengwa;Choongo West;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5556;5340;;-16,13441175;27,37172708
124;KEEMBA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1350;i5Rmaqet1KT;80080020; MALUNDU RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Malundu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6231;5309;;-16,06604685;27,28091989
124;KEEMBA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1308;jnoU8HEsHLu;80080012; HAMANGABA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Hamangaba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8100;7568;;-16,19603788;27,26475178
124;KEEMBA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1334;s4qbbnaVnjE;80080002; BWEENGWA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Bweengwa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7739;7305;;-16,09850636;27,13127593
124;KEEMBA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1352;KahbH3eARaD;80080018; KEEMBA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Keemba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;14800;14261;;-16,05290093;29,39783156
124;KEEMBA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1257;xWQu5Nc5dzF;80080024; MOOMBA RURAL HEALTH CENTRE ;SOUTHERN;MONZE;Moomba;Moomba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4493;4241;;-16,37749448;27,47496279
125;BWEENGWA HEALTH CENTRE;MONZE;SOUTHERN;1334;s4qbbnaVnjE;80080002; BWEENGWA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Bweengwa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7739;7305;;-16,09850636;27,13127593
126;NAMPEYO HEALTH CENTRE;MONZE;SOUTHERN;1299;gj5s6Z4CJRG;80080029; NAMPEYO RURAL HEALTH CENTRE;SOUTHERN;MONZE;Moomba;Chona;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9414;6138;;-16,2186191;27,65910013
128;HAMAPANDE HEALTH CENTRE;MONZE;SOUTHERN;1281;IfZdMeVayxj;80080013; HAMAPANDE RURAL HEALTH CENTRE;SOUTHERN;MONZE;Monze Central;Hufwa-Hamapande;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8278;7718;;-16,30163888;27,12485061
130;KATIMBA HEALTH CENTRE;MONZE;SOUTHERN;2064;UI1dgpPItWb;80080015; KATIMBA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Monze Central;Katimba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;11415;7784;;-13,65827404;27,33908853
131;CHISEKESI RURAL HEALTH CENTRE;MONZE;SOUTHERN;1241;dOTgz6m9Kpg;80080006; CHISEKESI RURAL HEALTH CENTRE;SOUTHERN;MONZE;Monze Central;Chisekese;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9395;8998;;-16,43893872;27,47761893
132;HAKUNKULA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1363;HUSWbDrGFm6;80080011; HAKUNKULA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Hamusonde;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10928;8159;;-16,01934393;27,56220784
132;HAKUNKULA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1350;i5Rmaqet1KT;80080020; MALUNDU RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Malundu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6231;5309;;-16,06604685;27,28091989
132;HAKUNKULA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1308;jnoU8HEsHLu;80080012; HAMANGABA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Hamangaba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8100;7568;;-16,19603788;27,26475178
132;HAKUNKULA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1309;tzkeB0ltq7Y;80080014; KANUNDWA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Choongo West;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7530;7108;;-16,19281395;27,33858177
132;HAKUNKULA RURAL HEALTH CENTRE;MONZE;SOUTHERN;1373;CkjL0dMANJ2;80080001; BANAKAILA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Kaila;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6878;6493;;-15,9780235;27,32711687
133;MOOMBA RURAL HEALTH CENTRTE;MONZE;SOUTHERN;2064;UI1dgpPItWb;80080015; KATIMBA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Monze Central;Katimba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;11415;7784;;-13,65827404;27,33908853
133;MOOMBA RURAL HEALTH CENTRTE;MONZE;SOUTHERN;1308;jnoU8HEsHLu;80080012; HAMANGABA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Hamangaba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8100;7568;;-16,19603788;27,26475178
133;MOOMBA RURAL HEALTH CENTRTE;MONZE;SOUTHERN;1352;KahbH3eARaD;80080018; KEEMBA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Keemba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;14800;14261;;-16,05290093;29,39783156
133;MOOMBA RURAL HEALTH CENTRTE;MONZE;SOUTHERN;1376;qdYMh5wbzjv;80080025; MOONZWE RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Kaila;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6173;5827;;-15,97082198;27,86200647
133;MOOMBA RURAL HEALTH CENTRTE;MONZE;SOUTHERN;1257;xWQu5Nc5dzF;80080024; MOOMBA RURAL HEALTH CENTRE ;SOUTHERN;MONZE;Moomba;Moomba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4493;4241;;-16,37749448;27,47496279
134;BANAKAILA RURAL HEALTH;MONZE;SOUTHERN;1373;CkjL0dMANJ2;80080001; BANAKAILA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Kaila;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6878;6493;;-15,9780235;27,32711687
135;ST MARYS HELTH POST;MONZE;SOUTHERN;1267;;80080035; ST. MARYS HEALTH POST;SOUTHERN;MONZE;Monze Central;Mayaba;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;7880;6595;;-16,35038184;27,42195119
137;NTEME HEALTH POST;MONZE;SOUTHERN;1315;RlM78A7eVhB;80080048; NTAMBO HEALTH POST;SOUTHERN;MONZE;Moomba;Mwanza West;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;3700;3587;;-16,17638581;27,65055419
137;NTEME HEALTH POST;MONZE;SOUTHERN;1258;wl4gmj4K1YL;80080031; NTEME HEALTH POST;SOUTHERN;MONZE;Bweengwa;Choongo East;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;9448;7998;;-16,37614851;27,39923766
138;KANUNDWA HEALTH CENTRE;MONZE;SOUTHERN;1309;tzkeB0ltq7Y;80080014; KANUNDWA RURAL HEALTH CENTRE;SOUTHERN;MONZE;Bweengwa;Choongo West;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7530;7108;;-16,19281395;27,33858177
139;KAPAMBWE RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2932;;40100004;KABALENGE RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Katofyo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;3139;2000;402;-9,77021;28,86173
139;KAPAMBWE RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2984;;40100007;KAMBWALI RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13735;10865;3221;-9,43187;28,74144
139;KAPAMBWE RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3008;;40100005;KABUTA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kabuta;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;30066;23593;4916;-9,172862535;28,84859191
139;KAPAMBWE RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2985;;40100008;KANYEMBO RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Mofwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;14198;9282;3421;-9,43187;28,74144
141;CHISENGA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3002;;40100017;NCHELENGE RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Nchelenge;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;19794;16340;3200;-9,34557;28,74654
142;MUKUMBA RURAL COMMUNITY HEALTH CENTRE;MWANSABOMBWE;LUAPULA;3302;kz6HFCbT0nE;40080006;MUKAMBA RURAL HEALTH CENTRE;LUAPULA;MWANSABOMBWE;Mwansabombwe;Kayo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9078;5630;1379;-9,74861;28,766308
143;CHING\'OMBE RURAL HEALTH CENTRE;MKUSHI;CENTRAL;3751;;10080004;CHIBEFWE RURAL HEALTH CENTER;CENTRAL;MKUSHI;Mkushi North;Chibefwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;41,257;27,725;;-13,6168;29,3952
144;KABUTA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2932;;40100004;KABALENGE RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Katofyo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;3139;2000;402;-9,77021;28,86173
144;KABUTA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3013;;40100006;KAFUTUMA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Mwatishi;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;15086;12285;2188;-9,24168;28,80732
144;KABUTA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2984;;40100007;KAMBWALI RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13735;10865;3221;-9,43187;28,74144
144;KABUTA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3008;;40100005;KABUTA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kabuta;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;30066;23593;4916;-9,172862535;28,84859191
144;KABUTA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2985;;40100008;KANYEMBO RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Mofwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;14198;9282;3421;-9,43187;28,74144
146;NTANTUMBILA RURAL HEALTH CENTRE;NAKONDE;MUCHINGA;3410;;55080015;NTANTUMBILA RURAL HEALTH CENTER;MUCHINGA;NAKONDE;Nakonde;Mulalo;Chamakubi Zone;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;19607;16936;3414;-9,205351;32,283502
147;NSHINSO RURAL HEALTH CENTRE ;MKUSHI;CENTRAL;3772;;10080033 ;NSHINSO RURAL HEALTH CENTER;CENTRAL;MKUSHI;Mkushi North;Nshinso;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8423;5,661;;-13,7752746;29,8195208
148;MUNKANTA RURAL HEALTH CENTER;KAWAMBWA;LUAPULA;2921;;40040020;MUNKANTA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Kawambwa;Kawambwa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;12239;10380;2040;-9,804861;29,051037
148;MUNKANTA RURAL HEALTH CENTER;KAWAMBWA;LUAPULA;2919;;40040021;MUSHOTA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Ilombe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9243;7020;1541;-9,815693;29,390685
148;MUNKANTA RURAL HEALTH CENTER;KAWAMBWA;LUAPULA;2878;;40040022;MUSUNGU RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Luongo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4285;3464;714;-10,194319;29,707545
148;MUNKANTA RURAL HEALTH CENTER;KAWAMBWA;LUAPULA;2977;;40040008;KABANDA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Kabanse;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;3476;2470;579;-9,480134;29,588465
148;MUNKANTA RURAL HEALTH CENTER;KAWAMBWA;LUAPULA;2926;;40040009;KABILA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Kawambwa;Fisaka;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;3490;3911;582;-9,796823;29,311141
148;MUNKANTA RURAL HEALTH CENTER;KAWAMBWA;LUAPULA;2931;;40040001;CHAMA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Mulunda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6977;6409;1163;-9,77658;29,424575
148;MUNKANTA RURAL HEALTH CENTER;KAWAMBWA;LUAPULA;2949;;40040019;MUFWAYA RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Kawambwa;Senga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7569;5236;1262;-9,636744;29,043265
148;MUNKANTA RURAL HEALTH CENTER;KAWAMBWA;LUAPULA;2956;;40040011;KANENGO RURAL HEALTH CENTER;LUAPULA;KAWAMBWA;Pambashe;Pambashe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10367;6983;1728;-9,59362;29,346248
149;KAPICHILA HEALTH CENTRE;LUNDAZI;EASTERN;2517;I9uhbbEI97G;30040015;KAPICHILA RURAL HEALTH CENTRE ;EASTERN;LUNDAZI;Lundazi;Ndonda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;14479;;-12,3731;33,2745
150;MUSHIPASHI RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2013;tEF2sL5h10S;20080020;MUSHIPASHI RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Ipumbu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5121;3309;;-13,866931;27,887589
150;MUSHIPASHI RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2067;Itgw2Ci0cq6;20080015;MACHIYA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kasonga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4080;3706;;-13,6466;27,6149
150;MUSHIPASHI RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2014;cgbDLj1etFk;20080022;MWINUNA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Musofu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8800;5294;;-13,860419;27,836332
150;MUSHIPASHI RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2095;wcWwCvpw3Y2;20080017;MIKATA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Mikata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10895;11250;;-13,559053;28,346343
151;ST ANTHONY RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2123;BcT8V0AlaZY;20080025;ST ANTHONY RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kashiba;;Rural;Health Centre;Faith Based ;Public;Functional;Fixed;Open;13961;6618;;-13,452039;27,933529
151;ST ANTHONY RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2067;Itgw2Ci0cq6;20080015;MACHIYA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kasonga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4080;3706;;-13,6466;27,6149
153;LUFUBU RURAL HEALTH CENTRE;MWANSABOMBWE;LUAPULA;3288;QNrtOIbrUUB;40080003;LUFUBU RURAL HEALTH CENTRE;LUAPULA;MWANSABOMBWE;Mwansabombwe;Lufubu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5408;3074;1146;-9,9031;28,47
153;LUFUBU RURAL HEALTH CENTRE;MWANSABOMBWE;LUAPULA;3302;kz6HFCbT0nE;40080006;MUKAMBA RURAL HEALTH CENTRE;LUAPULA;MWANSABOMBWE;Mwansabombwe;Kayo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9078;5630;1379;-9,74861;28,766308
154;IPUMBU RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2074;qlEaTICngVN;20080005;IPUMBU RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Ipumbu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5984;5294;;-13,63776405;27,84502029
154;IPUMBU RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2116;hGF1TZ82exO;20080016;MFULABUNGA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kashiba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9457;3971;;-13,495047;28,032383
154;IPUMBU RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2187;;20080010;KASAMBA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5886;4632;;-13,262418;28,2618
154;IPUMBU RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2034;yw4xY0HOPfb;20080011;LUAMABWE RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Chisapa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4418;2647;;-13,785298;28,504753
154;IPUMBU RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2014;cgbDLj1etFk;20080022;MWINUNA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Musofu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8800;5294;;-13,860419;27,836332
154;IPUMBU RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2080;TalzGi3NZdo;20080019;MUNKUMPU RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Munkumpu;;Rural;Health Centre;Private;Private;Functional;Fixed;Open;3283;2912;;-13,6263;27,7174
154;IPUMBU RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2095;wcWwCvpw3Y2;20080017;MIKATA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Mikata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10895;11250;;-13,559053;28,346343
154;IPUMBU RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2093;uijP1JAFyYr;20080024;NAMPAMBA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Nampamba;;Rural;Health Centre;Private;Private;Functional;Fixed;Open;7690;4897;;-13,573922;28,074715
158;KANYENDA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2128;g5ZZoiF1MNq;20080008;KANYENDA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kanyenda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10381;9000;;-13,4349534;28,2378302
158;KANYENDA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2031;tq0lfIDHsA1;20080007;KALWEO RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kalweo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13235;25710;;-13,802631;28,644532
158;KANYENDA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2187;;20080010;KASAMBA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5886;4632;;-13,262418;28,2618
158;KANYENDA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2067;Itgw2Ci0cq6;20080015;MACHIYA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kasonga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4080;3706;;-13,6466;27,6149
158;KANYENDA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2014;cgbDLj1etFk;20080022;MWINUNA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Musofu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8800;5294;;-13,860419;27,836332
158;KANYENDA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2095;wcWwCvpw3Y2;20080017;MIKATA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Mikata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10895;11250;;-13,559053;28,346343
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2095;wcWwCvpw3Y2;20080017;MIKATA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Mikata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10895;11250;;-13,559053;28,346343
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2116;hGF1TZ82exO;20080016;MFULABUNGA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kashiba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9457;3971;;-13,495047;28,032383
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2013;tEF2sL5h10S;20080020;MUSHIPASHI RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Ipumbu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5121;3309;;-13,866931;27,887589
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2031;tq0lfIDHsA1;20080007;KALWEO RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kalweo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13235;25710;;-13,802631;28,644532
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2074;qlEaTICngVN;20080005;IPUMBU RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Ipumbu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5984;5294;;-13,63776405;27,84502029
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2187;;20080010;KASAMBA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5886;4632;;-13,262418;28,2618
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2128;g5ZZoiF1MNq;20080008;KANYENDA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kanyenda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10381;9000;;-13,4349534;28,2378302
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2067;Itgw2Ci0cq6;20080015;MACHIYA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kasonga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4080;3706;;-13,6466;27,6149
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2034;yw4xY0HOPfb;20080011;LUAMABWE RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Chisapa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4418;2647;;-13,785298;28,504753
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2014;cgbDLj1etFk;20080022;MWINUNA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Musofu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8800;5294;;-13,860419;27,836332
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2080;TalzGi3NZdo;20080019;MUNKUMPU RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Munkumpu;;Rural;Health Centre;Private;Private;Functional;Fixed;Open;3283;2912;;-13,6263;27,7174
160;MIKATA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2093;uijP1JAFyYr;20080024;NAMPAMBA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Nampamba;;Rural;Health Centre;Private;Private;Functional;Fixed;Open;7690;4897;;-13,573922;28,074715
162;MUSHIWE HEALTH POST;MPONGWE;COPPERBELT;2011;;20080021;MUSHIWE ZFDS HEALTH POST;COPPERBELT;MPONGWE;Mpongwe;Kasonga;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;2142;2647;;-13,8749;28,0353
162;MUSHIWE HEALTH POST;MPONGWE;COPPERBELT;2035;A9BC0fz8cxX;20080018;MUCHINDUSHI HEALTH POST;COPPERBELT;MPONGWE;Mpongwe;Nampamba;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;6237;2647;;-13,78494;28,141957
163;MACHIYA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2067;Itgw2Ci0cq6;20080015;MACHIYA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kasonga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;4080;3706;;-13,6466;27,6149
163;MACHIYA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2116;hGF1TZ82exO;20080016;MFULABUNGA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kashiba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9457;3971;;-13,495047;28,032383
163;MACHIYA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2013;tEF2sL5h10S;20080020;MUSHIPASHI RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Ipumbu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5121;3309;;-13,866931;27,887589
163;MACHIYA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2187;;20080010;KASAMBA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5886;4632;;-13,262418;28,2618
163;MACHIYA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2128;g5ZZoiF1MNq;20080008;KANYENDA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Kanyenda;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;10381;9000;;-13,4349534;28,2378302
163;MACHIYA RURAL HEALTH CENTRE;MPONGWE;COPPERBELT;2014;cgbDLj1etFk;20080022;MWINUNA RURAL HEALTH CENTRE;COPPERBELT;MPONGWE;Mpongwe;Musofu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8800;5294;;-13,860419;27,836332
